molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL162413,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](O)[C@H]1NC(C)=O,active,390.4360000000001,0.7006000000000001,3.0,5.0,11.301029995663981
CHEMBL73669,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,389.4520000000001,0.6670000000000011,3.0,5.0,10.522878745280337
CHEMBL348066,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(=O)C(F)(F)F,active,443.4220000000001,1.2093999999999998,3.0,5.0,11.397940008672037
CHEMBL3143558,COc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,284.247,-0.5764000000000002,2.0,8.0,4.0
CHEMBL3143552,Nc1nc(I)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)c2n1,inactive,395.1320000000001,-0.3982000000000002,3.0,8.0,4.638272163982407
CHEMBL309579,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,269.236,-1.0028000000000006,3.0,8.0,4.2839966563652006
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,active,332.31300000000005,-3.5758299999999976,8.0,7.0,11.301029995663981
CHEMBL3143559,CCCOc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,327.31600000000003,-0.2140000000000003,3.0,9.0,4.443697499232712
CHEMBL3143554,Nc1nc(Cl)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)c2n1,inactive,303.68100000000004,-0.34940000000000027,3.0,8.0,4.769551078621726
CHEMBL3143524,CSc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,300.315,0.1368999999999998,2.0,8.0,4.0
CHEMBL3143541,CCOc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,298.274,-0.18630000000000024,2.0,8.0,4.0
CHEMBL3143525,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](F)[C@@H]1O,inactive,270.22,-0.8794,3.0,8.0,4.0
CHEMBL3143555,Nc1ncc2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)c2n1,inactive,269.236,-1.0028000000000006,3.0,8.0,4.0
CHEMBL3143539,Cc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,283.26300000000003,-0.6943800000000007,3.0,8.0,4.0
CHEMBL3143548,COc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)c2n1,inactive,299.26200000000006,-0.9941999999999998,3.0,9.0,4.0
CHEMBL3143553,Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)c2n1,inactive,284.25100000000003,-1.4206,4.0,9.0,4.823908740944319
CHEMBL3143533,CSc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,315.33000000000004,-0.28090000000000026,3.0,9.0,4.0
CHEMBL295490,CCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,327.3810000000001,-0.16569999999999752,3.0,5.0,11.698970004336019
CHEMBL3143534,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F,inactive,313.28900000000004,-0.6041000000000007,3.0,9.0,4.5376020021010435
CHEMBL96712,CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,intermediate,291.25600000000003,-3.066599999999999,6.0,7.0,5.552841968657781
CHEMBL345872,CCC(CC)O[C@@H]1C=C(C(=O)O)[C@@H]2CC[C@@]1(C(=O)OC)[C@H]2O,inactive,312.36199999999997,1.5151,2.0,5.0,4.00436480540245
CHEMBL155186,CCC(CC)O[C@@H]1C=C(C(=O)O)[C@@H]2CC[C@@]1(C(=O)O)[C@H]2O,inactive,298.3349999999999,1.4267,3.0,4.0,3.1739251972991736
CHEMBL154991,CCC(CC)O[C@@H]1C=C(C(=O)O)[C@@H]2CC[C@@]1(NC(C)=O)[C@H]2O,inactive,311.378,1.2305999999999995,3.0,4.0,4.096910013008056
CHEMBL431323,CCCO[C@H](CC)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,456.4180000000001,0.33890000000000464,5.0,6.0,11.045757490560675
CHEMBL61018,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OCCN=[N+]=[N-])[C@H](O)CO.O=C(O)C(F)(F)F,active,515.4020000000003,-1.6079299999999948,8.0,9.0,11.823908740944319
CHEMBL58264,CCCCCCCCO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,558.5510000000004,0.23260000000000636,7.0,8.0,11.744727494896694
